,text,label
258,"However , the Wizards ( 31 - 44 ) regrouped at halftime and came out strong in the second quarter , outscoring the Nets by a 59 - 48 margin in the second half",1.0
259,"The visitors were led by a pair of 23 - point efforts from John Wall and Bradley Beal , with the former adding 2 rebounds , two assists and two steals and the latter posting six rebounds , two assists and two steals",1.0
260,"Sean Kilpatrick led the second unit with 10 points , four rebounds and two assists",1.0
261,"Bradley Beal led the way for Brooklyn with 31 points , six rebounds , two assists and two steals",1.0
262,"Rondae Hollis-Jefferson posted a 13 - point , 11 - rebound double - double that also included two assists and a steal",1.0
263,"Jason Smith led the second unit with 15 points , eight rebounds and a steal",1.0
264,"Sean Kilpatrick led the second unit with 10 points , four rebounds and two assists",1.0
265,"Bradley Beal led the Nets with 31 points , six rebounds , two assists and two steals",1.0
266,"Marcin Gortat posted a 14 - point , 14 - rebound double - double that also included one assist , one steal and one block",1.0
267,"The Nets head back home to face off with the Detroit Pistons on Friday night , while the Nets remain home and await the Phoenix Suns on Friday evening as well .",1.0
268,These are two teams going in opposite directions and this result shows just that,1.0
269,"In this game , there were 8 ties and 10 lead changes in total , with neither team leading by more than 8 points",1.0
270,Anthony Davis led the Timberwolves in scoring with 42 points on 16 - of - 22 from the field and 8 - of - 11 from the free - throw line,1.0
271,"Buddy Hield was second on the team , as he dropped 17 points on 7 - of - 10 shooting",1.0
272,"Minnesota 's next game will be on Friday , when they host the Oklahoma City Thunder for their next game",1.0
273,"The Pelicans ( 21 - 33 ) have been one of the worst teams in the league , as this marks their 17th win at Verizon Center",1.0
274,"Anthony Davis led the way for Minnesota , as he collected 42 points and 13 rebounds",1.0
275,"The Toronto Raptors defeated the host Dallas Mavericks , 94 - 86 , at American Airlines Center on Friday evening",1.0
276,"The Raptors ( 44 - 29 ) have now won four of their last five games , as they have now won four of their last five games",1.0
277,"However , the Raptors ( 44 - 29 ) have now won four of their last five games , as they 've now won four of their last five games",1.0
278,"Serge Ibaka followed up with 18 points , eight rebounds , one assist and one steal , in 32 minutes , while Jonas Valanciunas chipped in 18 points , six rebounds , one assist and one steal , in 22 minutes",1.0
279,"DeMarre Carroll chipped in 14 points , five rebounds , one assist and one steal , in 24 minutes off the bench",1.0
280,"The Raptors shot 48 percent from the field and 43 percent from long range , while the Raptors shot 38 percent from the field and only 25 percent from long range",1.0
281,The Raptors will look to bounce back as they play host to the Trail Blazers on Monday,1.0
282,"Meanwhile , the Mavericks ( 31 - 41 ) have now lost four of their last five games , as they continue to battle for the top seed in the West",1.0
283,"Harrison Barnes followed up with 23 points on 8 - of - 17 shooting , including 2 - of - 2 from long range , along with seven rebounds , three steals and two assists , in 37 minutes",1.0
284,"Seth Curry followed up with 11 points , in 30 minutes off the bench , while Dirk Nowitzki chipped in 11 points , five rebounds , one assist and one steal , in 29 minutes",1.0
285,The Mavericks will look to bounce back as they play host to the Nets on Monday .,1.0
286,The Brooklyn Nets ( 18 - 47 ) defeated the Philadelphia 76ers ( 9 - 56 ) 89 - 95 on Wednesday night at the Wells Fargo Center in Philadelphia,1.0
287,"The Nets had a strong first half where they out - scored the Sixers 29 - 19 , but were unable to get it done in the second half",1.0
288,"Bojan Bogdanovic chipped in 14 points ( 4 - 13 FG , 1 - 3 3Pt , 5 - 5 FT ) , nine rebounds and nine assists , while Sean Kilpatrick chipped in 10 points ( 4 - 7 FG , 0 - 3 3Pt , 2 - 2 FT ) , nine rebounds , two assists and two steals , in 40 minutes",1.0
289,"Nerlens Noel had a solid game , with 13 points ( 6 - 7 FG , 1 - 3 3Pt , 2 - 2 FT ) , nine rebounds , two assists and two steals , in 40 minutes",1.0
290,"Nerlens Noel had a solid game , with 13 points ( 6 - 10 FG , 1 - 3 3Pt ) , along with 11 rebounds , two assists , two steals and three blocked shots , in 34 minutes",1.0
291,Philadelphia will have a few days off before visiting the Miami Heat on Friday,1.0
292,The Sixers will play in Indiana on Friday .,1.0
293,"The Thunder ( 10 - 8 ) came in to Tuesday 's contest with a golden opportunity to keep their faint playoff hopes alive , as the Thunder ( 8 - 8 ) were able to pierce Oklahoma City 's armor Wednesday , touching up Gregg Popovich 's crew for a season - high 106 points",1.0
294,"Russell Westbrook 's 17 - point , 15 - rebound double - double led the way for the Thunder , and he added 13 rebounds , 15 assists , a steal and a block to lead the way for the Thunder",1.0
295,"Tobias Harris ( 21 points ) and Victor Oladipo ( 18 points ) rounded out the starting five 's strong night , while Andre Drummond posted a 10 - point , eight - rebound double - double",1.0
296,Enes Kanter led the second unit with 12 points,1.0
297,"The Thunder were led by Russell Westbrook 's 17 points , which he supplemented with 13 rebounds , an assist , a steal and a block",1.0
298,"Victor Oladipo was next with 18 points , six rebounds , two assists and a steal",1.0
299,"Steven Adams posted a 16 - point , 9 - rebound double - double that also included a block",1.0
300,"Enes Kanter led the bench with 12 points , three rebounds and a block",1.0
301,"Enes Kanter paced the Pistons with 21 points , four rebounds , an assist and three steals",1.0
302,"Enes Kanter led the second unit with 12 points , three rebounds and a block",1.0
303,"The Pistons head back home to tangle with the Golden State Warriors on Friday night , while the Thunder remain home to face the San Antonio Spurs on Monday evening as well .",1.0
304,"The Toronto Raptors defeated the Orlando Magic , 109 - 79 , at Amway Center on Saturday evening",1.0
305,"The Raptors ( 19 - 8 ) have been one of the hottest teams in the NBA this season , and the Raptors ( 19 - 8 ) came in to Friday 's contest with a 30 - point victory over the Magic ( 12 - 17 )",1.0
306,"Kyle Lowry was right behind him with a 16 - point , 10 - assist double - double that also included three rebounds , a steal and a block",1.0
307,"Toronto remains in third place in the Eastern Conference 's Atlantic Division , and are currently slotted in the seventh seed in the conference as well",1.0
308,They head to Charlotte to take on the Hornets on Friday night,1.0
309,"Orlando 's attack was spearheaded by Elfrid Payton , who tallied 13 points , three assists , two rebounds and a steal",1.0
310,"Aaron Gordon was next with a 10 - point , 12 - rebound double - double that also included an assist , a steal and a block",1.0
311,"Elfrid Payton was next with 13 points , two assists , two rebounds and a steal",1.0
312,"Aaron Gordon was next with a 10 - point , 12 - rebound double - double that also included an assist , a steal and a block",1.0
313,"DJ Augustin was productive in a reserve role as well with 11 points , three rebounds , two assists and a pair of steals",1.0
314,The Raptors remain in last place in the Eastern Conference 's Southeast Division,1.0
315,They 're home again on Friday to face off with the Orlando Magic .,1.0
316,"The Denver Nuggets defeated the Phoenix Suns , 123 - 112 , at Talking Stick Resort Arena on Friday evening",1.0
317,The Nuggets ( 21 - 25 ) came into this game tied for the worst record in the west and this was a much needed win for the Suns ( 21 - 25 ),1.0
318,"Six players scored in double digits for Denver , including Danilo Gallinari , who led the way with 32 points , eight rebounds and one assist",1.0
319,"The Nuggets ( 15 - 32 ) were led by Devin Booker , who tallied 23 points , four rebounds , two assists , one steal and one block",1.0
320,"Next up , the Suns host the Phoenix Suns on Friday for their next game .",1.0
321,"The Milwaukee Bucks defeated the Los Angeles Lakers , 122 - 122 , at BMO Harris Bradley Center on Tuesday",1.0
322,"In a battle between two struggling teams , the Bucks were able to prevail with a huge road win",1.0
323,"In fact , the Bucks led for the majority of the game , as they led by double - digits for the entirety of the second half",1.0
324,"Rebounding was key for the Lakers , as they held the Lakers to 29 percent shooting and forced them to commit 17 turnovers",1.0
325,"The Lakers ( 19 - 37 ) have now won four of their last five games , as they continue to struggle",1.0
326,"D'Angelo Russell was the player of the game , as he tallied 41 points , three rebounds and five assists on 11 - of - 20 shooting",1.0
327,"Luol Deng was second on the team , as he accrued 26 points , three rebounds and two assists",1.0
328,"D'Angelo Russell was the only other starter in double figures , as he accrued 14 points , three rebounds and five assists",1.0
329,On deck for Los Angeles is a road matchup with the New Orleans Pelicans on Sunday,1.0
330,"Milwaukee ( 22 - 30 ) has now lost three of their last five games , as they continue to struggle",1.0
331,"Khris Middleton was second on the team , as he accrued 18 points , six rebounds and six assists",1.0
332,"Greg Monroe was the only other starter in double figures , as he accrued 18 points , five rebounds and three assists",1.0
333,Milwaukee will look to build off this win on Friday in a road matchup with the Orlando Magic .,1.0
334,The Phoenix Suns ( 11 - 8 ) defeated the David West ( 5 - 12 ) 116 - 0 on Wednesday at the US Airways Center in Phoenix,1.0
335,"The Suns got off to a quick start in this one , out - scoring the Pacers 26 - 27 in the first quarter alone",1.0
336,"The Suns were the superior shooters in this game , going 50 percent from the field and 48 percent from the three - point line , while the 12 - for - 12 from the free throw line , 0 - for - 3 from beyond the arc",1.0
337,The Suns were led by the duo of Eric Dragic and Goran Dragic,1.0
338,"Dragic went 11 - for - 15 from the field and 5 - for - 6 from the three - point line to score a game - high of 34 points , while also adding five rebounds and three steals",1.0
339,"It was a season - high in points for Dragic , who recorded his second double - double in the last five games",1.0
340,"It was his second double - double in a row , as he 's combined for 42 points and 11 rebounds over his last two games",1.0
341,"It was his second double - double in a row , as he 's averaged 10 points and 16 rebounds per game",1.0
342,"It was his second double - double in a row , as he 's combined for 42 points and 12 rebounds over his last two games",1.0
343,He 's now averaging 10 points and 6 rebounds on the year,1.0
344,"CJ Miles had a strong showing off the bench , scoring 17 points ( 6 - 9 FG , 1 - 3 3Pt , 4 - 4 FT ) , to go along with two rebounds and two assists",1.0
345,He 's now averaging 15 points and 6 rebounds on the year,1.0
346,CJ Miles was the only other starter to reach double figures in points,1.0
347,"He went 6 - for - 9 from the field and 1 - for - 3 from the three - point line to score 17 points , while also adding seven rebounds and a steal",1.0
348,"The Suns ' next game will be at home against the Toronto Raptors on Friday , while the Pacers will be at home against the Brooklyn Nets on Friday .",1.0
349,"The Golden State Warriors defeated the Sacramento Kings , 114 - 100 , at Oracle Arena on Saturday",1.0
350,"The Warriors ( 58 - 14 ) came into Wednesday 's contest with a golden opportunity to keep their faint playoff hopes alive , as the Kings ( 27 - 45 ) were able to pierce Golden State 's armor Wednesday , touching up Gregg Popovich 's crew for a season - high 114 points",1.0
351,"Skal Labissiere followed with 10 points , eight assists , a rebound and a block in 27 minutes off the bench",1.0
352,"The Warriors were led by Buddy Hield 's 22 points , which he supplemented with eight rebounds , seven assists and two steals",1.0
353,"Draymond Green posted a 23 - point , 4 - assist double - double that also included four rebounds , three steals and one block",1.0
354,"Skal Labissiere led the second unit with 10 points , 10 rebounds , eight assists and one block",1.0
355,"Stephen Curry paced the Kings with a 27 - point , 12 - assist double - double that also included seven rebounds and six steals",1.0
356,"Buddy Hield was next with a bench - leading 22 points , which he supplemented with eight assists , eight rebounds and two steals",1.0
357,Willie Cauley-Stein totaled 12 points and four rebounds in a reserve role .,1.0
358,"The Cleveland Cavaliers defeated the Detroit Pistons , 128 - 96 , at Quicken Loans Arena on Saturday evening",1.0
359,"The Cavaliers ( 44 - 22 ) checked in to Monday 's contest with only seven road wins in 17 games away from the Barclays Center , but the Cavaliers ( 33 - 34 ) were able to pull away with an impressive road victory against the Pistons ( 33 - 34 )",1.0
360,"The Cavaliers ( 33 - 34 ) checked in to Tuesday 's contest with only seven road wins in 17 games away from the Barclays Center , but the Cavaliers ( 33 - 34 ) were able to pull away with an impressive road victory against the Pistons ( 33 - 34 )",1.0
361,"Cleveland posted a 60 percent success rate from the field and 63 percent from three - point range , while also limiting them to a paltry 63 percent success rate from behind the arc",1.0
362,"Andre Drummond led the way for the Cavs with a modest stat line of eight points , 14 rebounds and one assist",1.0
363,"Kentavious Caldwell-Pope led the bench with 11 points , two rebounds , three assists and one steal",1.0
364,"Marcus Morris matched Morris 's point total and added seven boards , an assist and a steal",1.0
365,"Richard Jefferson and Richard Jefferson were next with a pair of 16 - point efforts , with the former adding one assist , two rebounds and one steal , and the latter registering eight boards , one assist and two steals",1.0
366,"Deron Williams was next with 13 points , three assists , two rebounds and a steal",1.0
367,"Kyle Korver totaled 12 points , five boards , one assist and one steal",1.0
368,"Richard Jefferson led the bench with 16 points , one assist , two rebounds and two steals",1.0
369,"The Pistons head back home to tangle with the Atlanta Hawks on Friday night , while the Cavaliers remain home and await the Philadelphia 76ers on Friday evening as well .",1.0
370,"The Warriors were the superior shooters in this game , going 42 percent from the field and 29 percent from the three - point line , while the Clippers went just 42 percent from the floor and a meager 29 percent from deep",1.0
371,"He 's had two solid showings in a row , combining for 39 points , 13 assists and three steals",1.0
372,"Draymond Green nearly had a triple - double of his own , as he posted 12 points ( 4 - 8 FG , 0 - 2 3Pt , 4 - 6 FT ) and 12 rebounds",1.0
373,He 's riding a nice two - game stretch where he 's combined for 29 points and 12 rebounds,1.0
374,"The Clippers received some strong contributions from their bench , with both Josh Smith and Jamal Crawford shooting all",1.0
375,"It was his second double - double in a row , a stretch where he 's averaging 17 points and 12 rebounds",1.0
376,"The only other Clipper to reach double figures in points was Jamal Crawford , who shot 4 - for - 11 from the field and 2 - for - 4 from the three - point line to score 12 points , while also handing out six assists",1.0
377,"The Clippers ' next game will be at home against the Portland Trail Blazers on Friday , while the Clippers will be at home against the Minnesota Timberwolves on Friday .",1.0
378,The Houston Rockets ( 10 - 12 ) defeated the Brooklyn Nets ( 6 - 15 ) 110 - 105 on Friday,1.0
379,The Nets came into this game as a double - digit favorite and they did n't disappoint,1.0
380,"They were led by James Harden , who tallied 10 points , nine assists , three rebounds and three steals in the win",1.0
381,"Trevor Ariza was the only other starter in double figures , as he tallied 2 points , four rebounds and four assists in the defeat",1.0
382,The Rockets will look to bounce - back against the Orlando Magic on Wednesday in their next game,1.0
383,The Nets played this game without Brook Lopez and they simply did n't have enough offense to keep up with the Nets,1.0
384,"Thaddeus Young was the only other starter in double figures , as he amassed 20 points , 12 rebounds and five assists",1.0
385,The Nets will look to keep this momentum going against the Atlanta Hawks on Friday .,1.0
386,The New York Knicks ( 8 - 10 ) defeated the Houston Rockets ( 7 - 10 ) 111 - 111 on Wednesday at Madison Square Garden in New York,1.0
387,"The Knicks got off to a quick start in this one , out - scoring the Knicks 25 - 21 in the first quarter alone",1.0
388,"The Rockets were the superior shooters in this game , going 58 percent from the field and 33 percent from the three - point line , while the Rockets went 58 percent from the floor and 33 percent from beyond the arc",1.0
389,"It was his second straight game with a career - high of 31 points ( 13 - 19 FG , 2 - 4 3Pt , 3 - 4 FT ) of his own , while also adding seven rebounds",1.0
390,"It was his second double - double in a row , as he 's combined for 45 points and 10 rebounds over his last two games",1.0
391,"Kristaps Porzingis was the only other starter in double figures , finishing with 20 points ( 8 - 13 FG , 0 - 1 3Pt , 4 - 4 FT ) , 13 rebounds and two blocked shots",1.0
392,"The Rockets ' next game will be on the road against the Detroit Pistons on Wednesday , while the Knicks will travel to Charlotte to play the Hornets on Wednesday .",1.0
393,The Portland Trail Blazers ( 39 - 36 ) defeated the Sacramento Kings ( 29 - 45 ) 105 - 93 on Tuesday at the Moda Center in Portland,1.0
394,"The Trail Blazers got off to a quick start in this one , out - scoring the Kings 32 - 32 right away in the first quarter",1.0
395,"The Kings were the superior shooters in this one , going 48 percent from the field and 48 percent from the three - point line , while the Kings went 42 percent from the floor and just 47 percent from deep",1.0
396,"Lillard went 4 - for - 9 from the field and 3 - for - 5 from the three - point line to score a game - high of 13 points , while also adding nine assists in 29 minutes",1.0
397,"It was his second game in a row shooting the ball , as he 's combined for 39 points and 14 assists over his last two games",1.0
398,"CJ McCollum added 16 points ( 5 - 13 FG , 4 - 6 3Pt , 2 - 2 FT ) of his own , while Ben McLemore went 0 - for - 7 from the field and 0 - for - 2 from the three - point line to finish with three points",1.0
399,"Despite the loss , the Kings ' backcourt of Ty Lawson and Darren Collison did everything they could to keep the Kings in this game",1.0
400,"He 's combined for just 12 points over his last two games , so it was good to see him get things turned around",1.0
401,"He 's combined for just 12 points over his last two games , so it was good to see him get things turned around",1.0
402,"Ben McLemore also had a solid showing , going 0 - for - 7 from the field and 0 - for - 2 from the three - point line to finish with three points",1.0
403,"The Kings ' next game will be on the road against the Portland Trail Blazers on Friday , while the Kings will travel to Portland to play the Trail Blazers on Friday .",1.0
404,"The Boston Celtics defeated the Los Angeles Lakers , 113 - 107 , at TD Garden on Wednesday",1.0
405,"The Celtics ( 32 - 18 ) came into this game as a double - digit favorite , but the Celtics ( 32 - 18 ) came in to Friday 's contest with a 30 - point win over the Lakers ( 17 - 36 )",1.0
406,"The team was led by Isaiah Thomas 's 38 points , which he supplemented with six assists , two rebounds and a steal",1.0
407,"Al Horford was right behind him with 11 points , eight rebounds , eight assists and a block",1.0
408,"Jae Crowder was next with a 18 - point , 12 - rebound double - double that also included an assist , two steals and a block",1.0
409,"Kelly Olynyk led the second unit with 10 points , nine rebounds , two assists and a pair of steals",1.0
410,"The Lakers head back home to face off with the Detroit Pistons on Friday night , while the Celtics remain home and await the Toronto Raptors for a Wednesday night showdown .",1.0
411,"The Minnesota Timberwolves defeated the Dallas Mavericks , 101 - 92 , at Target Center on Wednesday",1.0
412,"The Timberwolves ( 12 - 26 ) came in to Friday 000s contest with a hot start to the season , as they jumped out to a 33 - 19 lead after one quarter",1.0
413,"However , the Timberwolves ( 12 - 26 ) were able to pull away in the second half , outscoring the Mavericks ( 11 - 27 ) by a 24 - 19 margin in the third quarter",1.0
414,"However , the Timberwolves were able to pull away in the second half , outscoring the Mavericks by a 24 - 19 margin in the third quarter",1.0
415,"Harrison Barnes led the way for Dallas with a game - high 30 points , which he supplemented with two rebounds , one assist and one steal",1.0
416,"Deron Williams followed with 11 points , seven assists , two rebounds and one steal",1.0
417,"Wesley Matthews was next with a bench - leading 37 points , which he supplemented with five assists , four rebounds and one steal",1.0
418,"JJ Barea led the bench with 14 points , four assists , two rebounds and two steals",1.0
419,"JJ Barea led the bench with 14 points , four assists , two rebounds and one steal",1.0
420,"JJ Barea led the second unit with 12 points , four assists , two rebounds and one steal",1.0
421,The Mavericks remain in last place in the Western Conference 000s Northwest Division,1.0
422,They head to Minnesota to take on the Timberwolves on Wednesday,1.0
423,"Andrew Wiggins followed with 13 points , four rebounds , one assist and one block",1.0
424,"Shabazz Muhammad was next with 11 points , two rebounds , two assists and two steals",1.0
425,"Shabazz Muhammad led the second unit with 11 points , two rebounds , two assists and two steals",1.0
426,The Timberwolves remain in last place in the Western Conference 000s Northwest Division,1.0
427,They 000re home again on Wednesday for a date with the Utah Jazz .,1.0
428,The Cleveland Cavaliers ( 22 - 9 ) defeated the Orlando Magic ( 19 - 15 ) 104 - 79 on Wednesday at the Quicken Loans Arena in Cleveland,1.0
429,The Cavaliers had a strong first half where they out - scored the Magic 31 - 19,1.0
430,"The Magic were led by a strong performance from Kyrie Irving , who finished with 13 points ( 4 - 12 FG , 0 - 4 3Pt , 5 - 7 FT ) , five assists and two rebounds in 21 minutes",1.0
431,"Nikola Vucevic was limited to just four points ( 2 - 5 FG , 0 - 4 3Pt , 5 - 7 FT ) , along with five assists , in 21 minutes",1.0
432,"Aaron Gordon chipped in 11 points ( 5 - 10 FG , 1 - 2 3Pt , 2 - 2 FT ) , along with four rebounds , two assists and one steal , in 29 minutes",1.0
433,"Nikola Vucevic was limited to just four points ( 2 - 5 FG , 0 - 4 3Pt , 5 - 7 FT ) and five assists in 21 minutes , while Aaron Gordon chipped in 11 points ( 5 - 10 FG , 1 - 2 3Pt ) of his own",1.0
434,The Magic will look to get back on track as they play host to the Magic on Monday .,1.0
435,"The Houston Rockets defeated the Sacramento Kings , 117 - 104 , at Golden 1 Center on Saturday",1.0
436,"The Rockets ( 10 - 6 ) came in to Saturday 's contest with a strong start to the season , but the Rockets ( 10 - 6 ) came in to Saturday 's contest with a 38 - point first quarter , and the Kings ( 6 - 10 ) were able to pull away in the second half",1.0
437,"However , the Rockets ( 10 - 6 ) battled back to make it a one - point game at the end of the third quarter , but the Kings battled back to make it a one - point game at the end of the third quarter",1.0
438,"However , the Kings were able to pull away in the fourth quarter , outscoring the Kings ( 6 - 10 ) by a 38 - 19 margin over the final 12 minutes",1.0
439,"James Harden led the way for Houston with 23 points , nine rebounds , an assist and five blocks",1.0
440,"Eric Gordon was next with 14 points , two rebounds , an assist and a steal",1.0
441,"Clint Capela followed with 17 points , three rebounds , three assists , two steals and two blocks",1.0
442,"Trevor Ariza was next with a double - double of 18 points , 10 rebounds , three assists , two steals and two blocks",1.0
443,"Sam Dekker was productive in a reserve role as well with 17 points , three rebounds , three assists , two steals and two blocks",1.0
444,"James Harden led the way for Houston with 23 points , nine rebounds , an assist and five blocks",1.0
445,"Rudy Gay was next with 10 points , four rebounds , three assists and three steals",1.0
446,"Darren Collison was next with a 18 - point , 10 - rebound double - double that also included four assists , two steals and a pair of blocks",1.0
447,"Darren Collison was next with 18 points , four assists , three rebounds and two steals",1.0
448,"Rudy Gay posted a 10 - point , 12 - rebound double - double that also included three assists , three steals and three blocks",1.0
449,"Darren Collison led the bench with 18 points , four assists , three rebounds and two steals",1.0
450,"The Rockets head back home to face off with the San Antonio Spurs on Saturday night , while the Kings remain home and await the Golden State Warriors on Saturday evening .",1.0
451,"The Toronto Raptors defeated the Oklahoma City Thunder , 102 - 123 , at Air Canada Center on Friday",1.0
452,"In a battle between two of the best offenses in the NBA , the Raptors ( 39 - 29 ) held a double - digit lead for the entirety of the second half",1.0
453,"In fact , the Raptors led for the majority of the game , as the Thunder never led by more than 12 points for the entirety of the second half",1.0
454,"The Raptors ( 39 - 29 ) had to play this game without Kevin Durant , but they simply did n't have enough bullets to win this game",1.0
455,"Victor Oladipo led the team in scoring , as he accrued 23 points , five rebounds and two assists",1.0
456,"Enes Kanter was second on the team , totaling 14 points and seven rebounds",1.0
457,"Taj Gibson was the only other player in double figures , dropping 10 points and four rebounds",1.0
458,On deck for the Thunder is a road matchup against the Oklahoma City Thunder on Thursday,1.0
459,"The Raptors ( 39 - 29 ) have now won five of their last six games , as they continue to climb up the standings",1.0
460,"DeMar DeRozan was the player of the game , as he accumulated 22 points , three rebounds and three assists on 8 - of - 14 shooting",1.0
461,"Serge Ibaka was second on the team , as he accrued 10 points and three rebounds",1.0
462,"Cory Joseph was a nice spark off the bench , accruing 11 points , two rebounds and six assists",1.0
463,"Toronto will host the Boston Celtics for their next game on Thursday .
",1.0
464,"The Atlanta Hawks defeated the host Orlando Magic , 111 - 92 , at Amway Center on Friday",1.0
465,"In fact , there were 11 ties and 11 lead changes in total , with neither team leading by more than 11 points",1.0
466,"Defense was key for Atlanta , as they held Orlando to 43 percent from the field and 53 percent from three - point range",1.0
467,"Rebounding was a huge factor as well , with the Hawks recording 27 assists to 12 turnovers , while the Magic committed 17 turnovers to just 19 assists",1.0
468,"The Hawks ( 19 - 16 ) have now lost four of their last five games , as they continue to struggle",1.0
469,"Kent Bazemore was the only other starter in double figures , as he totaled 17 points and four assists",1.0
470,On deck for Atlanta is a home matchup against the New Orleans Pelicans on Saturday,1.0
471,"The Magic ( 16 - 21 ) have been struggling mightily recently , but this was a huge win",1.0
472,"Nikola Vucevic was the player of the game , as he collected 10 points , 12 rebounds and six assists",1.0
473,"Evan Fournier was second on the team , as he accrued 14 points , one rebound and one assist",1.0
474,"Nikola Vucevic recorded a double - double , totaling 10 points and 10 rebounds",1.0
475,"Evan Fournier was the only other Magic player in double figures , as he amassed 14 points and one rebound",1.0
476,Orlando will look to keep rolling on Friday in a home matchup against the Toronto Raptors .,1.0
477,The Dallas Mavericks ( 27 - 22 ) defeated the Brooklyn Nets ( 12 - 35 ) 91 - 79 on Wednesday at the American Airlines Arena in Dallas,1.0
478,The Mavericks were led by the duo of Brook Lopez and Chandler Parsons,1.0
479,"It was his second double - double in a row , as he 's combined for 46 points and 20 rebounds over his last two games",1.0
480,"Zaza Pachulia was the only other Nets player in double figures , as he finished with 16 points ( 6 - 10 FG , 0 - 0 3Pt , 4 - 6 FT ) and 12 rebounds in 32 minutes",1.0
481,"The only other player to reach double figures in points was Donald Sloan , who had 13 points ( 5 - 11 FG , 2 - 5 3Pt , 1 - 1 FT ) , two rebounds and four assists in 36 minutes",1.0
482,"The Mavericks ' next game will be on the road against the Detroit Pistons on Wednesday , while the Nets will travel to Indiana to play the Pacers on Friday .",1.0
483,The Milwaukee Bucks defeated the visiting Orlando Magic 93 - 89 at BMO Harris Bradley Center on Friday evening,1.0
484,"The Bucks ( 6 - 7 ) came into this game winners of five of their last six games , but the Bucks ( 6 - 8 ) were able to pull away in the second half",1.0
485,"Giannis Antetokounmpo was the high - point man for the Bucks , as he finished with 21 points , 11 rebounds , 10 assists , five steals and three blocks , in 39 minutes",1.0
486,"The Bucks have now lost two in a row , while the Magic have now lost five of their last six games",1.0
487,"The Magic shot just 42 percent from the field , but struggled from long range , where they shot just 42 percent",1.0
488,"Up next , the Bucks will head home Friday to take on the Pistons , while the Magic will head home Friday and play the Bulls .",1.0
489,"The Dallas Mavericks defeated the Los Angeles Lakers , 122 - 73 , at American Airlines Center on Wednesday",1.0
490,"In fact , the Mavericks led for the entirety of the second half , as they led by 11 at times in the second half",1.0
491,"Deron Williams was the only other starter in double figures , as he accumulated 13 points , five rebounds and eight assists",1.0
492,"Julius Randle recorded a double - double , totaling nine points , six rebounds and four assists",1.0
493,"Justin Anderson led the Lakers in scoring off the bench , as he provided 19 points and five rebounds",1.0
494,"Julius Randle was the only other Laker in double figures , collecting nine points , six rebounds and four assists",1.0
495,On deck for Los Angeles is a home matchup against the Portland Trail Blazers on Wednesday,1.0
496,"The Mavericks ( 15 - 29 ) have now won five - straight games , as they continue to revive their season",1.0
497,"Justin Anderson was second on the team , as he dropped 19 points on 5 - of - 11 shooting off the bench .",1.0
498,The San Antonio Spurs ( 4 - 2 ) defeated the Charlotte Hornets ( 2 - 4 ) 114 - 94 on Wednesday at the AT & T Center in San Antonio,1.0
499,"The Spurs got off to a hot start in this one , out - scoring the Hornets 59 - 47 in the first half alone",1.0
500,"The Hornets were led by Kawhi Leonard , who finished with a game - high 23 points ( 10 - 16 FG , 2 - 4 3Pt , 1 - 2 FT )",1.0
501,"It was his second game in a row shooting over 50 percent from the field , as he shot just 38 percent from the field",1.0
502,"Patty Mills was the only other Spurs player to score in double digits for the Spurs , as he chipped in 15 points ( 6 - 9 FG , 3 - 6 3Pt , 1 - 2 FT ) in just 4 minutes off the bench",1.0
503,The Spurs will look to get back on track as they play host to the Mavericks on Sunday,1.0
504,"It was the first time he 000s surpassed the 20 - point mark this season , giving himself a new season - high in points for the first time since the beginning of January",1.0
505,The Hornets have now lost four in a row and will look to turn things around Friday at home against the Dallas Mavericks .,1.0
506,The Atlanta Hawks ( 41 - 9 ) defeated the Washington Wizards ( 31 - 19 ) 105 - 96 on Tuesday at Philips Arena in Atlanta,1.0
507,"The Hawks were able to out - score the Wizards 28 - 18 in the third quarter , while the Wizards were able to coast to a victory in front of their home crowd",1.0
508,"The Hawks were also able to force the Wizards into 14 turnovers , while committing just 12 of their own",1.0
509,The Hawks were led by the duo of John Wall and Bradley Beal,1.0
510,"It was his second double - double in a row , as he 's combined for 54 points and 14 rebounds over his last two games",1.0
511,"Notching a double - double of his own , Paul Millsap finished with 11 points ( 4 - 7 FG , 2 - 3 3Pt , 1 - 2 FT ) and 11 rebounds",1.0
512,"It was his second double - double in a row , a stretch where he 's averaging 21 points and 12 rebounds",1.0
513,"Notching a double - double of his own , Bradley Beal finished with 23 points ( 8 - 19 FG , 0 - 4 3Pt , 7 - 10 FT ) and 8 rebounds",1.0
514,He 's now averaging 16 points and 6 rebounds on the year,1.0
515,"The only other Hawk to reach double figures in points was Al Horford , who finished with 21 points ( 10 - 24 FG , 0 - 1 3Pt , 1 - 1 FT ) and a team - high of 13 rebounds",1.0
516,"The Hawks ' next game will be at home against the New Orleans Pelicans on Friday , while the Wizards will be at home against the Cleveland Cavaliers on Friday .",1.0
517,"The Memphis Grizzlies defeated the Utah Jazz , 102 - 96 , at Vivint Smart Home Arena on Saturday",1.0
518,"The Grizzlies ( 5 - 5 ) checked in to Saturday 's contest with only six road wins in 17 tries this season , but the Grizzlies ( 5 - 5 ) came in to Tuesday 's contest with a 33 - point first quarter , and the Grizzlies ( 5 - 5 ) were able to pull away in the second half",1.0
